id,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,difficulty,size_in_gb,environment
astropy__astropy-14365,0.0,0.125,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.375,0.0,0.0,0.375,0.0,15 min - 1 hour,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-14369,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1-4 hours,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-14508,0.0,0.9942528735632185,1.0,0.0,0.9827586206896552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9942528735632185,1.0,0.0,0.0,0.0,0.0,0.9942528735632185,1.0,15 min - 1 hour,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-14539,0.0,1.0,0.0,0.0,0.9130434782608696,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-14598,0.0,1.0,0.0,0.0,0.9542857142857144,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8114285714285714,0.0,15 min - 1 hour,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-14995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3184357541899441,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.7,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-7166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.7,sweb.env.x86_64.c70974ae7654c7a2c98577:latest
astropy__astropy-7336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.7,sweb.env.x86_64.c70974ae7654c7a2c98577:latest
astropy__astropy-7606,0.0,0.995850622406639,0.0,0.0,0.995850622406639,1.0,0.0,0.995850622406639,1.0,0.0,0.995850622406639,1.0,0.0,0.995850622406639,1.0,0.0,0.995850622406639,0.0,0.0,0.995850622406639,1.0,15 min - 1 hour,2.71,sweb.env.x86_64.c70974ae7654c7a2c98577:latest
astropy__astropy-7671,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.71,sweb.env.x86_64.c70974ae7654c7a2c98577:latest
astropy__astropy-8707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,15 min - 1 hour,2.85,sweb.env.x86_64.428468730904ff6b4232aa:latest
astropy__astropy-8872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15 min - 1 hour,2.85,sweb.env.x86_64.428468730904ff6b4232aa:latest
django__django-10097,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,<15 min fix,2.87,sweb.env.x86_64.56a3bf2c8561bd901139b0:latest
django__django-10554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-10880,0.0,0.9818181818181818,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.9818181818181818,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-10914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-10973,0.0,,0.8,0.0,,0.75,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,,0.8,0.0,,0.4,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-10999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11087,0.0,0.7692307692307693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9545454545454546,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11119,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11138,0.0,0.9863013698630136,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11141,0.0,0.9444444444444444,1.0,0.0,0.9583333333333334,1.0,0.0,0.9583333333333334,1.0,0.0,0.9583333333333334,1.0,0.0,0.9583333333333334,1.0,0.0,0.0,0.0,0.0,0.9583333333333334,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11149,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11179,0.0,0.975,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11206,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11211,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11239,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11265,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11276,0.0,0.971830985915493,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1153846153846153,0.0,0.9945255474452556,0.1153846153846153,0.0,1.0,0.1153846153846153,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11292,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11299,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11400,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.1666666666666666,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,1-4 hours,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11433,0.0,0.9859154929577464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9859154929577464,0.0,0.0,1.0,0.0,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11451,1.0,1.0,1.0,0.0,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9777777777777776,1.0,0.0,0.9777777777777776,1.0,0.0,0.9777777777777776,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11477,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11490,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9047619047619048,0.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11532,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11551,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9831932773109244,1.0,0.0,0.0,0.0,0.0,0.9915966386554622,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11555,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11728,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,0.0,0.9772727272727272,0.5,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11734,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11740,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8476190476190476,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11749,0.0,0.9090909090909092,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11790,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11820,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.8305084745762712,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11848,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11880,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11885,0.0,0.3333333333333333,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,1-4 hours,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11951,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11964,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-11999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12039,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12050,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9777777777777776,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12143,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12193,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12209,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12262,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12273,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12276,0.0,0.9743589743589745,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9743589743589745,1.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12304,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12325,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,1-4 hours,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12419,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,1.0,,1.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12663,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12708,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1-4 hours,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12741,0.0,0.9552238805970148,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.9552238805970148,1.0,1.0,1.0,1.0,0.0,0.9552238805970148,,0.0,0.9552238805970148,1.0,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12754,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-12774,0.0,1.0,,0.0,1.0,,0.0,0.951219512195122,,0.0,0.951219512195122,,0.0,0.951219512195122,,0.0,0.0,0.0,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.958904109589041,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-12965,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13012,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13023,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13028,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
