id,together/Qwen/Qwen2.5-Coder-32B-Instruct_score,together/Qwen/Qwen2.5-Coder-32B-Instruct_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-Coder-32B-Instruct_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_score,together/Qwen/Qwen2.5-7B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_score,openai/gpt-3.5-turbo-0125_pass_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_score,together/Qwen/Qwen2.5-72B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-2.1_score,anthropic/claude-2.1_pass_to_pass_pass_rate,anthropic/claude-2.1_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_fail_to_pass_pass_rate,openai/o1-2024-12-17_score,openai/o1-2024-12-17_pass_to_pass_pass_rate,openai/o1-2024-12-17_fail_to_pass_pass_rate,difficulty,size_in_gb,environment
django__django-11095,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
sympy__sympy-15809,,,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,<15 min fix,2.58,sweb.env.x86_64.c795f4b88616b8462021ed:latest
astropy__astropy-7166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.7,sweb.env.x86_64.c70974ae7654c7a2c98577:latest
scikit-learn__scikit-learn-13135,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3939393939393939,0.0,1.0,1.0,1.0,<15 min fix,3.51,sweb.env.x86_64.aa92880033da20ca313928:latest
sympy__sympy-13647,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15 min - 1 hour,2.58,sweb.env.x86_64.c795f4b88616b8462021ed:latest
scikit-learn__scikit-learn-25232,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.705607476635514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,4.43,sweb.env.x86_64.3a59860bcd0dab8bbfb2ff:latest
sympy__sympy-13091,,,,,,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.57,sweb.env.x86_64.c795f4b88616b8462021ed:latest
astropy__astropy-14182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.71,sweb.env.x86_64.428468730904ff6b4232aa:latest
sympy__sympy-14976,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.58,sweb.env.x86_64.c795f4b88616b8462021ed:latest
django__django-16667,,,,,,,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,15 min - 1 hour,2.95,sweb.env.x86_64.c70909fdac4897d1c685df:latest
pytest-dev__pytest-10051,,,,,,,0.0,0.9333333333333332,0.0,1.0,1.0,1.0,0.0,0.9333333333333332,0.0,0.0,0.9333333333333332,0.0,0.0,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.9333333333333332,0.0,0.0,0.6,0.0,0.0,0.2142857142857142,,0.0,1.0,0.0,15 min - 1 hour,2.39,sweb.env.x86_64.7f83a0ba1392a745c061ce:latest
django__django-11603,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-11119,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
django__django-17029,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.95,sweb.env.x86_64.c70909fdac4897d1c685df:latest
django__django-12209,0.0,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,<15 min fix,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
django__django-13410,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-16429,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.89,sweb.env.x86_64.a33dddf55cdff5d8e23374:latest
matplotlib__matplotlib-24970,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.984189723320158,1.0,0.0,0.4189723320158103,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9881422924901184,0.0,0.0,1.0,0.0,0.0,0.3162055335968379,1.0,15 min - 1 hour,7.33,sweb.env.x86_64.31244378a92e3bcce809ac:latest
pylint-dev__pylint-7277,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9836065573770492,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9918032786885246,0.0,1.0,1.0,1.0,<15 min fix,2.53,sweb.env.x86_64.0c609b65ef40b42410cb20:latest
django__django-13417,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9921875,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
pydata__xarray-3305,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15 min - 1 hour,4.99,sweb.env.x86_64.502d8fc6ebccd881244091:latest
django__django-14034,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
matplotlib__matplotlib-21568,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9726027397260274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,4.92,sweb.env.x86_64.e958786629b532c32249d9:latest
pytest-dev__pytest-7490,,,,,,,0.0,1.0,0.0,0.0,0.6282051282051282,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.39,sweb.env.x86_64.cc47cc71483942d0c3a15e:latest
django__django-14725,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-17084,,,,,,,0.0,1.0,,0.0,0.9906542056074766,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.95,sweb.env.x86_64.c70909fdac4897d1c685df:latest
django__django-16938,,,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.95,sweb.env.x86_64.c70909fdac4897d1c685df:latest
sphinx-doc__sphinx-8265,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.57,sweb.env.x86_64.764c21123474adcba1e003:latest
django__django-13925,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15 min - 1 hour,2.85,sweb.env.x86_64.297af196949a2a635bce66:latest
sympy__sympy-18698,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9925925925925926,0.0,15 min - 1 hour,2.59,sweb.env.x86_64.c795f4b88616b8462021ed:latest
django__django-15554,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
sympy__sympy-12489,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1-4 hours,2.57,sweb.env.x86_64.c795f4b88616b8462021ed:latest
django__django-14351,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-15382,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.9565217391304348,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-14404,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
sphinx-doc__sphinx-8269,,,,,,,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,,,0.0,0.4,1.0,<15 min fix,2.57,sweb.env.x86_64.764c21123474adcba1e003:latest
django__django-13023,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
sympy__sympy-19954,,,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.59,sweb.env.x86_64.c795f4b88616b8462021ed:latest
