id,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,difficulty,size_in_gb,environment
pallets__flask-5014,0.0,0.9830508474576272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.63,sweb.env.x86_64.5eaaa847da10fec7ef6772:latest
django__django-14089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14170,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.881578947368421,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
psf__requests-1921,0.0,1.0,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9906542056074766,1.0,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1.0,1.0,1.0,<15 min fix,2.37,sweb.env.x86_64.1f92e6d7cef88badc4f744:latest
pydata__xarray-6599,0.0,0.0,0.0,0.0,0.9962121212121212,0.0,0.0,0.9962121212121212,0.0,0.0,0.9962121212121212,0.0,0.0,0.9962121212121212,0.0,0.0,0.9962121212121212,0.0,0.0,0.9962121212121212,0.0,15 min - 1 hour,4.63,sweb.env.x86_64.f45b85486922bdccb83010:latest
pydata__xarray-6461,0.0,0.0,0.0,0.0,0.4291497975708502,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,4.63,sweb.env.x86_64.f45b85486922bdccb83010:latest
sympy__sympy-23824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.6,sweb.env.x86_64.c795f4b88616b8462021ed:latest
django__django-11885,0.0,0.3333333333333333,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,1-4 hours,2.76,sweb.env.x86_64.a18371b03f944585b4f08c:latest
scikit-learn__scikit-learn-25232,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.705607476635514,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,4.43,sweb.env.x86_64.3a59860bcd0dab8bbfb2ff:latest
django__django-11138,0.0,0.9863013698630136,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.76,sweb.env.x86_64.2baaea72acc974f6c02079:latest
pytest-dev__pytest-7324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.39,sweb.env.x86_64.5d1fda9d55d65d8a4e5bdb:latest
django__django-14999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9722222222222222,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15127,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
pydata__xarray-4356,0.0,0.9867549668874172,0.0,0.0,0.9867549668874172,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9867549668874172,0.0,1.0,1.0,1.0,<15 min fix,4.99,sweb.env.x86_64.502d8fc6ebccd881244091:latest
django__django-16569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.95,sweb.env.x86_64.c70909fdac4897d1c685df:latest
sympy__sympy-13974,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,15 min - 1 hour,2.58,sweb.env.x86_64.c795f4b88616b8462021ed:latest
pytest-dev__pytest-7521,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9838709677419356,0.0,0.0,1.0,0.0,0.0,0.9838709677419356,0.0,0.0,1.0,0.0,0.0,0.872,0.0,<15 min fix,2.39,sweb.env.x86_64.cc47cc71483942d0c3a15e:latest
django__django-13807,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
matplotlib__matplotlib-25311,0.0,1.0,0.0,0.0,0.9447513812154696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,7.46,sweb.env.x86_64.efa6065ed5bf204410fd53:latest
astropy__astropy-13453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.71,sweb.env.x86_64.428468730904ff6b4232aa:latest
sphinx-doc__sphinx-8265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.57,sweb.env.x86_64.764c21123474adcba1e003:latest
scikit-learn__scikit-learn-13439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,3.52,sweb.env.x86_64.aa92880033da20ca313928:latest
pylint-dev__pylint-6903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.53,sweb.env.x86_64.0c609b65ef40b42410cb20:latest
sympy__sympy-13031,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.57,sweb.env.x86_64.c795f4b88616b8462021ed:latest
sympy__sympy-18763,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7163120567375887,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,<15 min fix,2.59,sweb.env.x86_64.c795f4b88616b8462021ed:latest
django__django-15987,0.0,0.9807692307692308,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9473684210526316,,0.0,1.0,,<15 min fix,2.89,sweb.env.x86_64.a33dddf55cdff5d8e23374:latest
pytest-dev__pytest-10051,0.0,0.9333333333333332,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9333333333333332,0.0,0.0,0.9333333333333332,0.0,0.0,0.9333333333333332,0.0,0.0,0.6,0.0,15 min - 1 hour,2.39,sweb.env.x86_64.7f83a0ba1392a745c061ce:latest
pylint-dev__pylint-8898,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,1.0,1.0,1.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,1-4 hours,2.44,sweb.env.x86_64.dea66e249f1a0162fc8af7:latest
psf__requests-2931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.988095238095238,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.37,sweb.env.x86_64.1f92e6d7cef88badc4f744:latest
sphinx-doc__sphinx-9320,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.56,sweb.env.x86_64.764c21123474adcba1e003:latest
sphinx-doc__sphinx-8551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96875,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.56,sweb.env.x86_64.764c21123474adcba1e003:latest
django__django-13195,0.0,1.0,0.0,0.0,0.9973821989528796,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9973821989528796,1.0,0.0,1.0,0.2,0.0,0.9973821989528796,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
